,Asset1,Asset2,Asset3,Asset4,Asset5,Asset6,Asset7,Asset8,Asset9,Asset10,Asset11,Asset12,Asset13,Asset14,Asset15,Asset16
2001-11-01,114.05685120861985,93.84968658846894,103.49598504399738,100.5591017099194,100.08057598835546,102.48347439303144,88.49818026118604,103.31808767690715,100.62146892655367,104.64276718999244,94.15,98.67857827003118,101.14376243745049,101.57259435566134,100.68646232439336,103.91156778010647
2001-11-02,114.43963989508755,91.98162973996152,104.68385622337615,101.27661557098263,99.85444337587398,103.28967690121702,88.30550203382573,104.43130824991371,98.40866290018832,106.06162370917639,91.67,99.2873935531059,101.31378117815258,101.87124560806981,100.83052058626771,104.31774764916447
2001-11-05,117.76423052385341,94.47650965059267,106.98701455178633,101.80776219540606,100.05718295947807,105.07197133502193,89.04945407835581,106.29530548843631,97.74011299435028,106.37226093526992,92.72,101.14553401946955,102.66813501033636,102.68701122067324,102.16961625007602,105.91464658641986
2001-11-06,121.7232579570426,94.55098367777572,109.17026833742733,102.3156129152495,100.83695058872456,106.66275406190152,89.29030186255619,107.7795995857784,97.47175141242937,108.08496347913693,94.96,101.73519321526216,103.90270291157093,104.0856284710416,102.84201483914127,107.68774227052693
2001-11-07,121.74806833486922,93.09253397877491,107.99060780137434,102.18515584960164,100.10396901723286,107.18786680669673,88.41254549347035,107.45598895409044,97.70715630885122,108.58030392074555,94.57,101.6488166762447,103.65540292509515,103.77167630057802,102.8427750410509,107.3576052080049
2001-11-08,121.14198624796201,95.19642524669521,109.42450677839619,101.07627079159484,99.82325267070412,107.17860011120034,89.16720188396489,108.73748705557473,98.63935969868173,108.21929309042062,94.31,100.74499764902565,104.07272165227302,103.62206732403942,102.9378002797543,107.47259676910808
2001-11-09,121.36527964840151,95.79221746415938,109.86793010167594,101.19275031449472,99.40737660177267,106.62259838141718,89.71847570113466,108.76337590610977,100.91337099811676,108.66425992779783,93.07,100.70389913449316,104.3238857010375,103.66938682987646,103.1757434774676,107.56347719643158
2001-11-12,122.5951655206635,96.32594799230435,109.47809458661112,101.14149932441877,99.39697970004939,106.45888676098103,88.75508456433312,107.30065585088022,100.0517890772128,107.45529342624465,94.05,100.83067760305104,103.97998415734462,103.66740337753599,102.67895152952624,107.52081903666748
2001-11-13,126.56837031261077,97.45547073791349,112.58866523118063,101.79378465265806,100.0,108.5964045221474,89.08156711624919,109.58318950638592,101.20998116760828,110.05792964486609,95.32,102.10264179858244,106.11294654069823,104.50243681287543,103.52125524539318,109.3310087727433
2001-11-14,127.29495994896152,95.3577856389251,114.72819369733529,102.55789032288124,99.591921607361,109.14313955643418,89.48298008991651,110.43752157404212,96.0593220338983,111.96373100495342,95.8,102.22419587969976,106.06271373094533,104.50187011220673,103.03966733564434,109.76315447817942
2001-11-15,127.24179485361877,93.68832619623906,115.70156789278941,102.9632390625728,99.9636108439685,108.81571631556187,92.0359666024406,111.50327925440111,91.78907721280602,113.04676349592813,97.53,102.14130226564268,105.71301609381942,104.36982885639804,102.50524539317642,110.26763358495467
2001-11-16,126.96179201814702,94.03587165642651,114.34511131494668,102.8700554442529,100.38728458919242,107.55235682955458,91.89145793192036,111.02002071108043,93.13088512241055,112.62698346066661,96.26,101.85291607892307,105.5874340694372,104.20973591748837,102.52577084473636,109.73347923660442
2001-11-19,128.84383639327993,93.48352262148576,116.78901658841454,102.63243721753716,101.52314610246147,109.14313955643418,92.10554485120959,112.39212978943735,92.70244821092278,114.39005960876501,96.75,102.63378785504067,106.59981838907242,104.97648192224867,102.6390409292708,111.05402748669252
2001-11-20,124.6508825405827,94.2779122447713,115.13313873946707,102.37618226715743,102.29511605541548,108.54389324766788,90.85848854634982,111.4212978943735,95.90395480225989,113.81915876080933,95.12,102.64075370496143,106.09362622925481,105.04901960784312,103.17042206410022,109.99684700558268
2001-11-21,123.86049478982066,92.23608266617018,113.96785897515625,101.78446629082607,103.57393496737971,107.81182430345339,90.26974951830444,110.51950293406973,95.11770244821092,112.98799429099154,95.93,102.02950037441444,105.2068239340018,104.98724923495409,102.47331691297208,109.78726561195914
2001-11-23,125.87722407315518,92.94358592440886,115.50082009265883,102.40413735265341,103.87804434278584,109.57249644776672,90.77285377863413,111.97359337245426,96.44067796610169,114.81823524473177,96.68,102.83649408773488,106.66357541683573,105.87328573047716,103.33842668612783,110.86670252425024
2001-11-26,128.34762883674773,91.92577421957427,116.43537592114674,101.9475376228859,104.45247316299742,110.54241057638846,91.61849710982659,112.80203658957542,94.67514124293785,114.04583997985056,96.55,103.21857095588875,107.11567070461174,106.16456987419244,103.33690628230858,111.73655804291784
2001-11-27,127.5147090097115,92.27952584869361,114.95823746152173,100.6522853282393,103.68570166090504,110.14085377154507,90.20552344251766,112.37918536416983,94.41619585687383,114.18856519183947,95.8,102.43456454730682,106.6172066693715,105.13997506517057,102.7367268746579,110.75727507094237
2001-11-28,123.7541645991352,88.63029851672563,113.40224767575636,100.01397754274798,102.90853325708939,107.4071786001112,89.24748447869835,109.82481877804626,93.40395480225989,113.34900512131644,95.35,101.49939919544433,104.46878803686315,104.21681967584722,101.91608891321535,108.92111949848842
2001-11-29,127.30913730771958,88.99646248370881,113.48872664096265,100.99706471602292,103.4647674992852,108.45740408970161,89.47227574395204,110.64894718674492,94.66101694915254,112.99638989169675,96.59,102.41575675252076,105.3768426747039,105.19522838036949,102.44785014899956,110.20457369660777
2001-11-30,127.50053165095343,88.50617513808727,114.7646800472622,101.24866048548665,103.5947287708263,107.56471242354976,88.48747591522158,109.86796686227132,94.50564971751412,114.47401561581731,96.91,102.53173815370148,105.19329971599142,105.50294684347726,102.45013075472845,110.23981304597808
2001-12-03,125.72127312681648,87.3332092099547,113.10326365784647,101.06695242976285,103.88584201907831,105.91215172669426,89.19396274887605,107.89609941318606,95.64030131826742,112.94601628746537,95.6,102.07965449384393,104.26785679785156,105.24509803921568,102.32127653104664,109.355119906523
2001-12-04,130.0205571701992,89.21988456525787,114.8245837349585,101.23934212365467,103.37639383463727,107.24037808117625,89.47762791693427,109.4925785295133,96.94915254237287,113.88632356645118,97.14,102.67453807707712,105.84825827392336,105.96934149382297,103.20577145289789,110.60704416046887
2001-12-05,136.93910824413413,89.51778067398995,119.09698470196822,101.40707263663049,103.17105502560237,109.18638413541731,90.43566688075359,111.56800138073869,98.84180790960451,117.41247586264797,97.08,103.66612681329781,108.42172375818696,107.8264195851751,104.1035699081676,112.88461895135116
2001-12-06,136.90366484723896,88.34481474585739,118.55877460277976,100.21432232213577,102.96051776570582,109.81960832767035,90.82637550845644,111.90455643769418,95.65442561205273,117.22777264713291,97.57,102.91277014436723,108.17442377171119,107.48866598662586,103.21603417867786,112.52109724205724
2001-12-07,134.2702204579287,89.66052255942407,116.69894243027268,99.9068163816801,103.08008213552361,109.60338543275468,89.0119888674802,111.21850189851571,96.41242937853107,114.61674082780624,97.83,102.98103547359071,107.51946521377924,107.67001020061201,103.51213282247764,111.52512194669585
2001-12-10,132.09754022825547,87.47595109538881,113.53580423494296,99.3523738526767,101.6972942063265,107.86742447643171,88.31620637979019,109.58318950638592,95.0517890772128,112.36671983880447,96.91,102.13886421817041,105.39229892385865,106.57202765499261,102.54363558961259,110.14336851085929
2001-12-11,132.77805344864254,84.59628871097871,113.92330773296851,98.42053766947771,100.00259922543081,108.2658923827763,88.07000642260758,109.7083189506386,93.78060263653484,113.22307111073799,97.58,102.08662034376468,105.24160049459996,105.76929615776946,101.973864258347,109.70565869762784
2001-12-12,133.9795846033884,85.24173027989822,114.21675321041013,98.96100265573313,98.56002911132482,107.95082473589918,88.01648469278527,109.79461511908872,94.30320150659134,112.22399462681554,95.55,102.15906518294064,105.2609208060434,105.13742491216139,102.07345070850818,109.74460745219505
2001-12-13,127.65293825760261,86.11059393036679,113.2666506016604,99.61794716488842,97.95700881137421,106.4094643850003,87.5508456433312,108.90576458405248,92.47175141242937,109.76408362018303,94.32,101.6568274036536,103.58778183504317,104.05587668593449,101.78191327616615,108.06981100580522
2001-12-14,128.77649393917915,85.0617513808726,113.85441606293337,99.68317569771234,98.45346086866114,105.80095138073763,87.8987368871762,109.42785640317571,93.6487758945386,110.19225925614978,95.38,101.89749751841596,103.53175293185726,104.56250708375835,102.04038192543939,108.79499972179462
2001-12-17,130.33245906287658,83.62812635759946,115.0438419203383,100.3634161114476,99.31900293712474,106.75542101686538,90.31256690216227,110.8560579910252,94.27966101694915,110.96465452103097,96.39,102.70553610922452,104.24080836183079,105.10342287203898,102.3729702609013,110.18788137322181
2001-12-18,130.99525058481606,85.34102898280891,115.28170765834396,101.16945440991474,99.68289449743976,107.85506888243653,89.36523228430742,113.05229547808078,94.82580037664783,114.22214759466041,96.2,103.33977674451005,105.04260128673275,105.88915334920095,103.65010946907498,111.00580521913312
2001-12-19,129.10966186999363,88.57444299633836,115.80723741488139,102.23640683967758,100.4574636758246,109.60956322975227,89.52044530079212,114.40714532274765,96.39830508474576,111.99731340777433,95.35,104.08407780854363,105.65119109720048,106.66071630964525,104.64977498023475,111.6530964259881
2001-12-20,124.32480328914724,88.02209396139764,115.13411041323342,102.25970274425757,100.8057598835547,109.17093964292333,89.67030614429459,114.05333103210218,96.10640301318267,111.62790697674419,95.29,104.07989829859116,104.99816457041287,106.18667120027202,104.57223438545277,110.50503551755476
2001-12-21,125.73899482526406,87.56283746043567,116.12570349180685,102.8793738060849,101.26842201024094,108.63038240563415,89.63284093341896,115.0716258198136,96.92090395480226,109.90680883217195,95.62,104.40973129233932,104.99816457041287,106.86387849937663,104.71667274828194,111.4064209803958
2001-12-24,125.17544481463104,88.37584559051697,116.00541027953112,102.75357592135303,101.31520806799573,108.50991536418113,89.31706272746734,114.96807041767346,98.06967984934086,110.87230291327344,96.42,104.66572627692737,105.2667168994764,106.96730137141562,105.10931703460439,111.07628391787378
2001-12-26,125.93393350818744,89.2633277477813,116.83104147880975,102.94926151982482,101.38798638005873,108.7879162290727,89.46157139798758,114.95081118398345,99.67514124293785,110.89748971538914,97.03,104.96421294603208,105.7902973395931,107.44332993312932,105.58634373289546,111.43980562716769
2001-12-27,127.27723825051393,90.46111835164153,117.97066905568857,103.08437776638867,101.28401736282588,109.51689627478841,90.83707985442089,115.82240248532966,100.06120527306967,111.35085215347158,96.49,105.52949166710202,106.73312853803203,107.71562960444292,105.97176610107644,111.95170354433668
2001-12-28,127.51825334940101,90.79625147396513,118.94656960293523,102.24106602059358,101.37239102747381,110.53932167788966,91.01370156283451,116.02519848118743,100.51789077212806,111.88817059860635,97.37,105.73010814482002,107.55424177437742,107.51615096905816,106.1606762756188,111.84042138843037
2001-12-31,125.0088608492238,90.53559237882456,117.51281637697835,101.7518520244141,100.22353338705065,109.73620806820287,89.97538000428173,114.67466344494305,99.48210922787193,111.6027201746285,97.15,105.27001375755358,106.65345157363936,106.54680947523518,105.75966976829045,110.28171077767682
2002-01-02,128.67016374849365,91.72717681375289,117.2873880631821,102.09663141219774,99.88303485561302,109.3933403348366,91.75230143438236,114.81273731446322,99.34557438794727,111.7958189908488,97.43,104.91405882660257,106.94688846384201,106.75507197098491,105.79045794563035,111.24904946491831
2002-01-03,135.24845821223508,90.90175634580774,117.3558910637107,101.63071332059825,99.05648116861175,109.9864088466053,92.98865339327767,114.69623748705558,98.89359698681733,113.60926874317857,98.16,104.51526391863888,107.72480148379992,106.94293324266123,105.63119564556345,112.48487490030975
2002-01-04,136.3046714397108,90.5169738720288,118.88904651596654,100.70819549923124,98.88493229017752,111.56483597948971,92.36244915435667,115.75768035899205,99.54331450094162,116.12794895474771,97.58,104.90361005172144,108.92099924650785,107.10217613056783,105.63309615033752,112.62950460893596
2002-01-07,134.75933933508188,91.18103394774406,119.27397507851126,99.94408982900806,98.4612585449536,110.77098906529932,91.53821451509313,113.87642388677943,99.17608286252354,116.04399294769541,97.37,104.34703864305243,108.65088197221738,106.29037742264535,105.5122240467068,111.43739451378971
2002-01-08,135.75884312752535,90.0390988642711,119.03076513479057,100.01863672366399,98.19873677644061,109.34391795885587,91.10468850353243,113.12996202968588,98.75706214689265,113.953488372093,96.92,104.10636852829005,107.63617921520895,106.06596395783745,104.98502402238034,111.69401116530965
2002-01-09,135.44339689515843,89.75982126233477,117.31401192438045,99.72976750687229,98.03758479972967,109.90609748563662,88.46606722329265,112.44822229892993,98.0367231638418,113.53370833683148,96.67,103.83887989133274,107.15191560887962,105.73954437266235,104.82614182326826,111.124710202719
2002-01-10,134.50414687743674,90.10736672252219,117.61008092099127,99.86022457252015,99.19683934187611,110.41576573793785,88.97452365660457,112.31877804625475,97.909604519774,110.98144572244144,96.37,104.2672796614597,107.08216928456885,106.02034455400656,104.8580703034726,111.47133557134114
2002-01-11,132.79223080740059,89.0895550176876,115.91572479089581,100.13977542747985,99.51134561900552,109.29140668437635,88.20916292014557,110.40300310666207,96.07344632768361,110.1166988498027,96.44,103.85838427111088,105.65321972990205,105.71432619290489,104.47644894483975,110.85167943320289
2002-01-14,131.15120153115475,89.47433749146651,114.85868948415784,100.6383077854913,99.58412393106853,108.3245814542534,87.78634125454934,109.88522609596134,95.5743879472693,106.86760137687851,97.01,104.01685735680826,104.90013331014895,105.3683554346594,104.55018853007358,110.25014373945139
2002-01-15,131.8990572056426,89.72258424874326,115.57457013152576,101.41173181754648,99.37878512203363,110.4466547229258,87.8291586384072,109.84207801173628,97.36817325800376,106.56535975149022,96.67,105.4006234435679,105.70526864893063,105.90955457327439,105.53122909444748,110.9115306860545
2002-01-16,127.85496561990502,89.46192515360268,113.69010602904139,100.94581372594698,99.17344631299872,109.09062828195465,86.48576321986727,107.29202623403522,95.06591337099812,103.76962471664848,96.02,104.70821796144402,103.79895283911976,104.79740451093731,104.76532567049809,109.30793627241871
2002-01-17,131.68639682427164,88.00347545460188,114.58132520754951,101.71923775800215,99.05648116861175,110.13776487304627,86.55534146863627,108.7849499482223,95.2683615819209,104.47485517588784,95.38,105.17388502864706,104.4843408875751,105.61487022554685,104.95841695554338,110.77912346755197
2002-01-18,126.93698164032041,87.92279525848693,113.90664352787539,101.859013185482,98.38328178202894,109.80416383517637,85.28687647184756,109.03089402830514,94.62335216572504,104.2733607589623,94.9,105.36126639151558,103.86170521068799,104.83565680607502,104.88695797603843,109.24391193872063
2002-01-22,121.85085418586517,86.53261341773724,113.77794533752062,102.24106602059358,99.86224105216645,109.63118551924383,83.37615071719118,108.87987573351744,94.02542372881355,104.84426160691798,95.18,105.78618323668216,103.01551421008905,104.55910687974611,104.96259806604634,108.53159485876441
2002-01-23,123.93138158361099,86.97325141190342,115.37124739591431,101.7565112053301,100.58742494736568,109.63427441774263,84.8908156711625,108.16361753538143,96.52071563088512,106.6157333557216,95.22,106.43470386430523,103.92967406634595,104.76396917148362,105.33509700176366,109.29050206799342
2002-01-24,126.00127596228823,87.32079687209085,115.21534234010136,101.2020686763267,99.27741533023159,110.1223203805523,85.0139156497538,109.06109768726269,97.38229755178908,109.26874317857443,94.26,106.35633805269666,104.6424776367395,104.61861044996033,105.30316852155933,109.31079251442031
2002-01-25,125.91621180973985,87.14081797306523,114.21539286713721,101.84037646181801,98.76796714579055,110.47754370791375,84.12545493470348,110.50224370037972,98.09322033898304,111.74544538661742,93.98,106.57262769273635,104.83979597751114,105.00226680267482,105.41301769750045,109.32218038837475
2002-01-28,126.58609201105834,86.51399491094148,115.42026833742732,102.07333550761776,98.21953057988719,109.70223018471613,84.69813744380218,110.19589230238178,97.47645951035781,111.51036856687097,93.85,106.73458370339411,104.65743155779671,104.81412218066417,105.31495165115854,109.47116864810727
2002-01-29,122.48174665059899,83.82672376342084,113.21942725661516,100.35409774961562,97.09666519377225,104.72292580465806,82.27360308285164,105.54884363134278,95.03295668549906,109.97397363781378,92.73,104.73155355867857,101.13149403968391,102.59038875665874,103.53075776926352,106.89652614203314
2002-01-30,124.83518820443751,83.73363122944205,115.15791642050931,101.36048082747054,98.09476775920776,105.91832952369185,81.34232498394347,106.8519157749396,96.12523540489642,110.86390731256823,93.17,105.84852759347298,101.87793427230045,103.78329366428652,104.11497293681201,108.61670716100673
2002-01-31,126.72077691925995,85.14863774591943,116.46481763626753,102.81880445417696,99.18904166558364,107.78711311546303,82.64825519160779,108.58646876078703,97.58474576271186,113.70162035093611,92.77,107.07347230203924,103.58673853822523,105.28080018134422,105.29746700723712,110.04226867221841
2002-02-01,124.67214857871978,85.73822379445168,115.18706663350021,102.88869216791689,99.36578899487952,106.57008710693766,81.37443802183687,108.08595098377633,97.984934086629,113.00478549240198,92.77,106.4726677463734,102.79862439382521,105.20004533605348,105.31571185306817,109.31923141124322
2002-02-04,121.46452115970796,84.11220753428908,112.83075775006996,102.88869216791689,97.41896914719413,103.03020942731821,77.63326910725756,103.83586468760788,96.1487758945386,111.77902778943832,93.18,105.03004022778329,99.72089878088835,103.75779213419473,104.27841634738186,107.17708700409891
2002-02-05,120.25944566527257,82.47998510519457,112.57812257081558,103.62950193356008,98.25332051048787,102.35991845307963,75.61549989295654,103.59423541594754,95.6779661016949,110.75476450340021,92.1,105.07462166727618,98.60451322475318,103.76232573954435,104.20543696405765,107.49444516571768
2002-02-06,119.24930885376055,81.2759883324024,112.18459469543858,102.86073708242091,97.0784706157565,101.36220423796874,73.54420894883323,104.72903003106663,96.77495291902072,110.67920409705316,91.35,104.01859881928844,97.98891014123146,103.3347500850051,103.71700723712217,106.88009347701097
2002-02-07,116.25079747643015,81.87798671879848,112.80160753707908,102.59982295112519,96.37927897486549,101.92747266324828,75.62085206593876,105.18208491542975,95.19774011299435,110.7211821005793,91.11,103.5456176096686,98.45816186556927,102.66575994559672,103.75235662591984,105.74106497023203
2002-02-08,117.90954845112356,82.18829516539441,115.05103230620938,102.46470670456134,97.52813661528864,104.6951257181689,77.75636908584886,106.22195374525371,95.44256120527307,112.82008227688691,91.7,104.91510370409068,100.34359241870978,103.44554006573728,104.32554886577874,106.86902090249829
2002-02-11,121.19869568299427,83.03854030906723,117.23243991169429,103.04244513814471,98.40927403633717,105.6187063693087,77.26932134446585,108.09458060062134,96.66666666666666,116.16992695827386,92.48,105.7436915521655,101.7538978728337,104.6078431372549,105.32483427598369,108.429920062318
2002-02-12,119.4619692351315,83.69639421585057,116.71259444669009,103.44313469692028,99.36059054401788,104.97003768456169,76.81973881395847,107.24456334138765,96.04990583804143,115.36394929057174,91.61,105.56884871915433,101.23418149500569,104.74668480108808,105.35258164568509,108.11697609288352
2002-02-13,121.5424966328773,84.1866815614721,118.1458132520755,103.94166705493174,99.65950146856237,106.58553159943163,76.92143010062085,108.10752502588886,96.57250470809792,116.11955335404248,91.99,106.66144227922608,102.14805154659092,105.59758585515131,106.02688073952442,109.28916668212253
2002-02-14,120.58198057701851,83.80810525662508,118.38873169366624,104.40758514653125,99.06687807033504,106.8079322913449,76.30057803468208,107.80548843631342,97.1421845574388,115.47309209973973,92.47,106.52595649826723,102.02190923317684,105.5057803468208,106.14927324697439,109.02761652169075
2002-02-15,116.74346069327285,82.60410848383293,116.73688629084917,105.13907655034245,99.30080835910898,104.8279483536171,75.46028687647184,107.14532274767001,97.38229755178908,116.75761900764,93.33,106.26996151367919,100.917869356054,105.1915448260229,106.38303533418475,107.8072593059703
2002-02-19,113.07861345431348,81.58009061006639,114.69122151052517,104.23519545263943,97.95960803680502,102.14060665966517,74.31492185827446,105.6394546082154,96.39359698681733,114.54957602216439,91.68,105.08785678212564,98.97306748584788,103.52006120367223,105.23475034969287,105.8130645251034
2002-02-20,114.08520592613597,81.2759883324024,116.45024252977208,105.63294972743792,99.59971928365347,103.65416692407487,76.02761721258832,107.81411805315844,96.41242937853107,116.01880614557972,92.9,105.95928460721315,100.13443072702331,104.92151195738411,106.13026819923371,107.42971604503218
2002-02-21,108.50641525483803,81.13945261590021,115.2162168464911,104.57997484042306,98.83814623242273,102.07882868968926,73.64590023549562,107.54228512254056,97.17043314500941,116.85836621610277,91.99,105.17876112359158,99.04569253656369,103.62121727303638,105.35980356382655,105.27369846245155
2002-02-22,108.73325299496703,82.05796561782412,115.85266316345884,106.58808181521688,99.63350921425415,101.97071724223142,74.90366088631984,108.43545046599931,100.16007532956685,118.03375031483503,93.46,105.80917054142067,99.80225661237658,104.87249234954096,106.5350757161102,106.200715915203
2002-02-25,112.66392571064011,81.87178054986656,117.80086906501664,107.72026277780367,99.30080835910898,104.46654722925804,77.26396917148364,111.08905764584051,101.33709981167608,118.48711275291747,93.86,107.3374780140362,101.77623215286229,105.72112660092938,107.26638995317155,107.92163881521597
2002-02-26,111.94088041397887,82.97647861974802,118.43245701315257,107.41741601826399,99.24102617420009,104.8341261506147,77.11946050096338,110.98981705212289,100.81920903954801,119.04122239946268,93.48,107.50013060968601,102.03780984949478,105.48906267709394,107.32264489448397,107.63558803345884
2002-02-27,110.55504359537818,83.39229193818656,118.12637977674824,106.90490611750454,99.73227978062538,105.63415086180268,77.40312566902162,111.61977908180877,101.0075329566855,119.38544202837711,93.65,107.69865733242776,102.46749357599643,105.96112433412672,107.75215897342333,107.28200753009257
2002-02-28,108.93173601757992,82.87717991683733,117.85916949099841,106.91422447933654,99.44116653237334,106.06659665163403,77.32284307428816,111.10631687953055,101.43126177024482,119.35185962555622,93.31,107.64118907058146,102.45779477965183,105.57123427405644,107.81601593383202,106.6808798709127
2002-03-01,115.07053235982139,84.39769130515732,119.96770156400609,108.46573172436285,100.87593897018688,107.38555631061963,78.78398629843716,113.75560925094926,102.95668549905838,120.98060616237092,94.14,108.79960991240443,104.3550300430843,107.77626657599454,109.01409414340448,109.53934751562588
2002-03-04,119.18551073934927,86.1850679575498,121.7944482447685,107.78549131062759,101.07607932836014,110.92234509174028,78.97666452579747,117.16430790472906,104.41619585687383,124.64108806985139,95.25,109.69855284467897,107.09619583067679,108.89096679134082,109.85943866690992,110.93054138768849
2002-03-05,120.14957113489757,87.99726928566996,119.32639687820652,106.69524297628477,99.32939983884802,110.99956755421016,78.30764290301862,115.84397652744218,104.13841807909604,121.18210057929645,96.57,108.9406683732999,106.59315288162445,107.89980732177264,109.82104847047376,109.96574364300685
2002-03-06,121.11008719075637,89.78464593806243,120.652731569292,107.02604482132041,100.7693707275232,112.77877308951628,80.48062513380432,118.61408353469105,106.11581920903954,123.31458315842498,97.08,110.38782369433851,108.52555111188391,109.10659639578374,110.94120598430943,111.155591000983
2002-03-07,120.5146381229177,90.40526283125426,120.8470663225646,106.2060289801053,100.60302029995061,111.95712608883672,79.64568614857632,117.3627890921643,106.11111111111111,122.64293510200656,97.0,110.12590773731779,107.97395622017426,108.63850164343192,110.3733351578179,110.72238811506577
2002-03-08,124.26100517473596,90.1446037361137,121.88675725257299,106.46694311140102,99.99740077456917,112.45134984864397,79.53864268893172,117.44045564376943,105.55084745762711,121.51792460750566,96.81,109.84866691047141,108.33070577097702,108.82069590842117,110.29503436112631,111.65906856835508
2002-03-11,123.78960799603034,90.61006640600758,122.05680016168651,106.27591669384522,100.29111324825202,113.07839624389942,79.92399914365232,118.58387987573352,107.09039548022598,122.06363865334563,96.12,110.19835257649375,109.04669719275874,109.09044542672561,110.66031137870218,111.67168054602445
2002-03-12,121.30857021336925,89.78464593806243,121.74100618761855,107.2170712388762,100.69139396459855,113.36875270278618,79.47976878612717,118.04884363134276,108.15913370998116,122.5170010914281,96.39,110.37249882451283,108.7994938078402,109.62201065397255,110.72758924770419,111.4129495335423
